"Município";"Abacate";"Abacaxi*";"Açaí";"Alfafa fenada";"Algodão arbóreo (em caroço)";"Algodão herbáceo (em caroço)";"Alho";"Amendoim (em casca)";"Arroz (em casca)";"Aveia (em grão)";"Azeitona";"Banana (cacho)";"Batata-doce";"Batata-inglesa";"Borracha (látex coagulado)";"Borracha (látex líquido)";"Cacau (em amêndoa)";"Café (em grão) Total";"Café (em grão) Arábica";"Café (em grão) Canephora";"Caju";"Cana-de-açúcar";"Cana para forragem";"Caqui";"Castanha de caju";"Cebola";"Centeio (em grão)";"Cevada (em grão)";"Chá-da-índia (folha verde)";"Coco-da-baía*";"Dendê (cacho de coco)";"Erva-mate (folha verde)";"Ervilha (em grão)";"Fava (em grão)";"Feijão (em grão)";"Figo";"Fumo (em folha)";"Girassol (em grão)";"Goiaba";"Guaraná (semente)";"Juta (fibra)";"Laranja";"Limão";"Linho (semente)";"Maçã";"Malva (fibra)";"Mamão";"Mamona (baga)";"Mandioca";"Manga";"Maracujá";"Marmelo";"Melancia";"Melão";"Milho (em grão)";"Noz (fruto seco)";"Palmito";"Pera";"Pêssego";"Pimenta-do-reino";"Rami (fibra)";"Sisal ou agave (fibra)";"Soja (em grão)";"Sorgo (em grão)";"Tangerina";"Tomate";"Trigo (em grão)";"Triticale (em grão)";"Tungue (fruto seco)";"Urucum (semente)";"Uva"
"João Costa (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"538";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"257";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"153";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Joaquim Pires (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"750";"-";"-";"63";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"235";"-";"-";"-";"-";"-";"-";"-";"-";"-";"356";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"243";"-";"-";"-";"-";"-";"522";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Joca Marques (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"168";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"68";"-";"-";"-";"-";"-";"-";"-";"-";"-";"120";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"458";"-";"-";"-";"293";"-";"64";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"José de Freitas (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"672";"-";"-";"60";"-";"-";"-";"...";"-";"-";"-";"-";"...";"26374";"...";"-";"310";"-";"-";"-";"-";"42";"-";"-";"-";"18";"810";"-";"-";"-";"-";"-";"-";"144";"256";"-";"-";"-";"-";"-";"960";"410";"-";"-";"1500";"-";"547";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Juazeiro do Piauí (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"3";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"45";"-";"-";"-";"-";"-";"-";"-";"-";"-";"180";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"19";"-";"-";"-";"225";"-";"137";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Júlio Borges (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"73";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"685";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"30";"-";"-";"-";"-";"-";"608";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Jurema (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"704";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"66";"-";"-";"-";"-";"-";"564";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Lagoinha do Piauí (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"99";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"14";"-";"-";"-";"-";"-";"-";"-";"-";"-";"120";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"96";"-";"-";"-";"-";"-";"504";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Lagoa Alegre (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"307";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"97";"-";"-";"-";"-";"-";"-";"-";"-";"27";"180";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"208";"-";"-";"-";"595";"-";"208";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Lagoa do Barro do Piauí (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"4";"-";"-";"-";"-";"-";"-";"-";"-";"-";"418";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"27";"-";"-";"-";"-";"-";"87";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Lagoa de São Francisco (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"56";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"158";"-";"-";"-";"-";"-";"-";"-";"-";"-";"77";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"62";"-";"-";"-";"-";"-";"419";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Lagoa do Piauí (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"288";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"50";"-";"-";"-";"-";"49";"-";"-";"-";"23";"70";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"180";"-";"-";"-";"240";"-";"321";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Lagoa do Sítio (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"13";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"238";"-";"-";"-";"-";"-";"-";"-";"-";"70";"1642";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"540";"-";"-";"-";"27";"-";"3279";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Landri Sales (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"403";"-";"-";"204";"-";"-";"-";"...";"-";"-";"-";"-";"...";"10";"...";"-";"81";"-";"-";"-";"-";"-";"-";"-";"-";"34";"502";"-";"-";"-";"-";"-";"-";"10";"-";"-";"-";"-";"-";"-";"49";"-";"-";"-";"-";"-";"619";"-";"-";"-";"-";"-";"-";"-";"34931";"-";"-";"-";"-";"-";"-";"-";"-"
"Luís Correia (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"22";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"1320";"-";"-";"-";"-";"502";"-";"-";"-";"-";"3318";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"10374";"-";"-";"-";"-";"-";"1617";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Luzilândia (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"672";"-";"-";"26";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"26";"-";"-";"-";"-";"-";"-";"-";"-";"-";"364";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"594";"-";"-";"-";"900";"-";"720";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Madeiro (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"146";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"20";"-";"-";"-";"-";"-";"-";"-";"-";"-";"258";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"173";"-";"-";"-";"71";"-";"65";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Manoel Emídio (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"111";"-";"-";"96";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"154";"-";"-";"-";"-";"-";"-";"-";"-";"18";"649";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"68";"-";"-";"-";"-";"-";"274";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Marcolândia (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"3";"-";"-";"-";"-";"-";"-";"-";"-";"20";"514";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"687";"-";"-";"-";"-";"-";"1020";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Marcos Parente (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"115";"-";"-";"38";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"10";"-";"-";"-";"-";"-";"-";"-";"-";"17";"274";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"46";"-";"-";"-";"-";"-";"147";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Massapê do Piauí (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"133";"-";"-";"-";"-";"-";"-";"-";"-";"-";"353";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"152";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Matias Olímpio (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"356";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"19";"-";"-";"-";"-";"-";"-";"-";"-";"35";"140";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"201";"-";"-";"-";"-";"-";"201";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Miguel Alves (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"9834";"-";"-";"140";"-";"-";"-";"...";"-";"-";"-";"-";"...";"75";"...";"-";"106";"-";"-";"-";"-";"75";"-";"-";"-";"-";"737";"-";"-";"-";"-";"-";"-";"48";"-";"-";"-";"-";"-";"-";"960";"144";"-";"-";"400";"-";"725";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Miguel Leão (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"510";"-";"-";"86";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"5";"-";"-";"-";"-";"-";"-";"-";"-";"70";"440";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"120";"-";"-";"-";"-";"-";"301";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Milton Brandão (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"98";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"540";"-";"-";"-";"-";"-";"-";"-";"-";"-";"714";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"37";"-";"-";"-";"378";"-";"124";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Monsenhor Gil (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"1426";"-";"-";"244";"-";"-";"-";"...";"-";"-";"-";"-";"...";"16";"...";"-";"284";"-";"-";"-";"-";"-";"-";"-";"-";"152";"224";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"2100";"38";"-";"-";"263";"-";"720";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Monsenhor Hipólito (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"1587";"-";"-";"-";"-";"-";"-";"-";"-";"-";"3037";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"210";"-";"-";"-";"-";"-";"224";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Monte Alegre do Piauí (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"165";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"2517";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"26";"-";"-";"-";"-";"-";"29670";"-";"-";"-";"-";"-";"-";"-";"91386";"-";"-";"-";"-";"-";"-";"-";"-"
"Morro Cabeça no Tempo (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1173";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"84";"-";"-";"-";"-";"-";"900";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Morro do Chapéu do Piauí (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"132";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"29";"-";"-";"-";"-";"-";"-";"-";"-";"10";"92";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"132";"-";"-";"-";"60";"-";"264";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Murici dos Portelas (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"1646";"-";"-";"108";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"138";"-";"-";"-";"-";"-";"-";"-";"-";"-";"2405";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"4488";"-";"-";"-";"-";"-";"623";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Nazaré do Piauí (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"69";"-";"-";"83";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"-";"-";"-";"-";"-";"19";"-";"-";"-";"-";"135";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"48";"-";"-";"-";"-";"-";"152";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Nazária (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"540";"-";"-";"-";"20";"-";"-";"...";"-";"-";"-";"-";"...";"55";"...";"-";"106";"-";"-";"-";"-";"-";"-";"-";"-";"40";"511";"-";"-";"-";"94";"-";"-";"-";"-";"-";"-";"-";"-";"-";"208";"-";"-";"-";"552";"-";"522";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Nossa Senhora de Nazaré (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"35";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"53";"-";"-";"-";"-";"-";"-";"-";"-";"-";"73";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"86";"-";"-";"-";"-";"-";"85";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Nossa Senhora dos Remédios (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"535";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"13";"-";"-";"-";"-";"-";"-";"-";"-";"18";"85";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"300";"-";"-";"-";"-";"-";"114";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Novo Oriente do Piauí (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"30";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"131";"-";"-";"-";"-";"-";"-";"-";"-";"14";"103";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"48";"-";"-";"-";"-";"-";"437";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Novo Santo Antônio (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"85";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"36";"-";"-";"-";"-";"-";"-";"-";"-";"-";"322";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"26";"-";"-";"-";"-";"-";"299";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Oeiras (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"64";"-";"-";"204";"-";"-";"-";"...";"-";"-";"-";"-";"...";"20";"...";"-";"440";"-";"-";"-";"-";"8";"-";"-";"-";"-";"673";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"264";"77";"-";"-";"-";"-";"1864";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Olho D'Água do Piauí (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"95";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"114";"-";"-";"-";"-";"-";"-";"-";"-";"47";"114";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"48";"-";"-";"-";"1050";"-";"739";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Padre Marcos (PI)";"-";"-";"-";"...";"-";"-";"-";"88";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"15";"-";"-";"-";"-";"-";"-";"-";"-";"-";"696";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"15";"-";"-";"-";"-";"-";"2363";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Paes Landim (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"4";"-";"-";"-";"-";"-";"-";"-";"-";"-";"246";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"18";"-";"-";"-";"-";"-";"651";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Pajeú do Piauí (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"9";"-";"-";"47";"-";"-";"-";"...";"-";"-";"-";"-";"...";"90";"...";"-";"8";"-";"-";"-";"-";"-";"-";"-";"-";"8";"540";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"35";"-";"-";"-";"-";"21726";"944";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Palmeira do Piauí (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"53";"6";"-";"-";"...";"-";"-";"-";"-";"...";"2400";"...";"-";"80";"-";"-";"-";"-";"39";"-";"-";"-";"32";"7995";"-";"-";"-";"-";"-";"-";"32";"-";"-";"-";"-";"-";"-";"80";"-";"-";"-";"-";"-";"18128";"-";"-";"-";"-";"-";"-";"-";"14303";"-";"-";"-";"-";"-";"-";"-";"-"
"Palmeirais (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"2778";"-";"-";"221";"-";"-";"-";"...";"-";"-";"-";"-";"...";"50";"...";"-";"374";"-";"-";"-";"-";"-";"-";"-";"-";"348";"308";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"220";"82";"-";"-";"436";"-";"1178";"-";"-";"-";"-";"-";"-";"-";"1913";"-";"-";"-";"-";"-";"-";"-";"-"
"Paquetá (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"120";"...";"-";"1760";"-";"-";"-";"-";"38";"-";"-";"-";"-";"2520";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"120";"-";"-";"-";"-";"-";"2700";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Parnaguá (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"30";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"527";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"930";"-";"-";"-";"-";"-";"2722";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Parnaíba (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"260";"-";"-";"306";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"315";"-";"-";"-";"-";"3626";"-";"-";"-";"-";"388";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"74";"-";"686";"91";"-";"-";"4212";"-";"86";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Passagem Franca do Piauí (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"214";"-";"-";"68";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"70";"-";"-";"-";"-";"-";"-";"-";"-";"18";"40";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"54";"-";"-";"-";"1140";"-";"339";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Patos do Piauí (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"25";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"30";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1218";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"90";"-";"-";"-";"-";"-";"792";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Pau D'Arco do Piauí (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"590";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"145";"-";"-";"-";"-";"32";"-";"-";"-";"-";"99";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"423";"43";"-";"-";"744";"-";"223";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Paulistana (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"90";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"-";"-";"-";"-";"-";"66";"-";"-";"-";"-";"594";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"222";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Pavussu (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"86";"-";"-";"26";"-";"-";"-";"...";"-";"-";"-";"-";"...";"53";"...";"-";"25";"-";"-";"-";"-";"14";"-";"-";"-";"45";"1272";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"70";"-";"-";"-";"-";"-";"779";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Pedro II (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"199";"-";"-";"384";"-";"-";"-";"...";"-";"-";"-";"-";"...";"308";"...";"-";"680";"-";"-";"-";"-";"49";"-";"-";"-";"16";"942";"-";"-";"-";"-";"-";"-";"50";"-";"-";"-";"-";"-";"-";"365";"100";"-";"-";"288";"-";"384";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Pedro Laurentino (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"26";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"13";"-";"-";"-";"-";"-";"-";"-";"-";"-";"68";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"66";"-";"-";"-";"-";"-";"579";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Nova Santa Rita (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"13";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"6";"-";"-";"-";"-";"-";"-";"-";"-";"-";"233";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"83";"-";"-";"-";"-";"-";"1601";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Picos (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"128";"-";"-";"1633";"65";"-";"-";"...";"-";"-";"-";"-";"...";"17";"...";"-";"500";"-";"-";"-";"-";"333";"-";"-";"-";"-";"2083";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"108";"-";"270";"252";"-";"-";"270";"-";"3313";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"450";"-";"-";"-";"-";"-"
"Pimenteiras (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"86";"-";"-";"82";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"124";"-";"-";"-";"-";"30";"-";"-";"-";"9";"275";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"4";"192";"-";"-";"-";"298";"-";"439";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Pio IX (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"18456";"-";"-";"-";"-";"-";"-";"-";"-";"55";"15750";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"29";"-";"-";"-";"-";"-";"2483";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
