Coluna;Município-Piauí
CNAE 2.0 Subclasse;PI-ACAUA;PI-AGRICOLANDIA;PI-AGUA BRANCA;PI-ALAGOINHA DO PIAUI;PI-ALEGRETE DO PIAUI;PI-ALTO LONGA;PI-ALTOS;PI-ALVORADA DO GURGUEIA;PI-AMARANTE;PI-ANGICAL DO PIAUI;PI-ANISIO DE ABREU;PI-ANTONIO ALMEIDA;PI-AROAZES;PI-AROEIRAS DO ITAIM;PI-ARRAIAL;PI-ASSUNCAO DO PIAUI;PI-AVELINO LOPES;PI-BAIXA GRANDE DO RIBEIRO;PI-BARRA D ALCANTARA;PI-BARRAS;PI-BARREIRAS DO PIAUI;PI-BARRO DURO;PI-BATALHA;PI-BELA VISTA DO PIAUI;PI-BELEM DO PIAUI;PI-BENEDITINOS;PI-BERTOLINIA;PI-BETANIA DO PIAUI;PI-BOA HORA;PI-BOCAINA;PI-BOM JESUS;PI-BOM PRINCIPIO DO PIAUI;PI-BONFIM DO PIAUI;PI-BOQUEIRAO DO PIAUI;PI-BRASILEIRA;PI-BREJO DO PIAUI;PI-BURITI DOS LOPES;PI-BURITI DOS MONTES;PI-CABECEIRAS DO PIAUI;PI-CAJAZEIRAS DO PIAUI;PI-CAJUEIRO DA PRAIA;PI-CALDEIRAO GRANDE DO PIAUI;PI-CAMPINAS DO PIAUI;PI-CAMPO ALEGRE DO FIDALGO;PI-CAMPO GRANDE DO PIAUI;PI-CAMPO LARGO DO PIAUI;PI-CAMPO MAIOR;PI-CANAVIEIRA;PI-CANTO DO BURITI;PI-CAPITAO DE CAMPOS;PI-CAPITAO GERVASIO OLIVEIRA;PI-CARACOL;PI-CARAUBAS DO PIAUI;PI-CARIDADE DO PIAUI;PI-CASTELO DO PIAUI;PI-CAXINGO;PI-COCAL;PI-COCAL DE TELHA;PI-COCAL DOS ALVES;PI-COIVARAS;PI-COLONIA DO GURGUEIA;PI-COLONIA DO PIAUI;PI-CONCEICAO DO CANINDE;PI-CORONEL JOSE DIAS;PI-CORRENTE;PI-CRISTALANDIA DO PIAUI;PI-CRISTINO CASTRO;PI-CURIMATA;PI-CURRAIS;PI-CURRALINHOS;PI-CURRAL NOVO DO PIAUI;PI-DEMERVAL LOBAO;PI-DIRCEU ARCOVERDE;PI-DOM EXPEDITO LOPES;PI-DOMINGOS MOURAO;PI-DOM INOCENCIO;PI-ELESBAO VELOSO;PI-ELISEU MARTINS;PI-ESPERANTINA;PI-FARTURA DO PIAUI;PI-FLORES DO PIAUI;PI-FLORESTA DO PIAUI;PI-FLORIANO;PI-FRANCINOPOLIS;PI-FRANCISCO AYRES;PI-FRANCISCO MACEDO;PI-FRANCISCO SANTOS;PI-FRONTEIRAS;PI-GEMINIANO;PI-GILBUES;PI-GUADALUPE;PI-GUARIBAS;PI-HUGO NAPOLEAO;PI-ILHA GRANDE;PI-INHUMA;PI-IPIRANGA DO PIAUI;PI-ISAIAS COELHO;PI-ITAINOPOLIS;PI-ITAUEIRA;PI-JACOBINA DO PIAUI;PI-JAICOS;PI-JARDIM DO MULATO;PI-JATOBA DO PIAUI;PI-JERUMENHA;PI-JOAO COSTA;PI-JOAQUIM PIRES;PI-JOCA MARQUES;PI-JOSE DE FREITAS;PI-JUAZEIRO DO PIAUI;PI-JULIO BORGES;PI-JUREMA;PI-LAGOINHA DO PIAUI;PI-LAGOA ALEGRE;PI-LAGOA DO BARRO DO PIAUI;PI-LAGOA DE SAO FRANCISCO;PI-LAGOA DO PIAUI;PI-LAGOA DO SITIO;PI-LANDRI SALES;PI-LUIS CORREIA;PI-LUZILANDIA;PI-MADEIRO;PI-MANOEL EMIDIO;PI-MARCOLANDIA;PI-MARCOS PARENTE;PI-MASSAPE DO PIAUI;PI-MATIAS OLIMPIO;PI-MIGUEL ALVES;PI-MIGUEL LEAO;PI-MILTON BRANDAO;PI-MONSENHOR GIL;PI-MONSENHOR HIPOLITO;PI-MONTE ALEGRE DO PIAUI;PI-MORRO CABECA NO TEMPO;PI-MORRO DO CHAPEU DO PIAUI;PI-MURICI DOS PORTELAS;PI-NAZARE DO PIAUI;PI-NAZARIA;PI-NOSSA SENHORA DE NAZARE;PI-NOSSA SENHORA DOS REMEDIOS;PI-NOVO ORIENTE DO PIAUI;PI-NOVO SANTO ANTONIO;PI-OEIRAS;PI-OLHO D AGUA DO PIAUI;PI-PADRE MARCOS;PI-PAES LANDIM;PI-PAJEU DO PIAUI;PI-PALMEIRA DO PIAUI;PI-PALMEIRAIS;PI-PAQUETA;PI-PARNAGUA;PI-PARNAIBA;PI-PASSAGEM FRANCA DO PIAUI;PI-PATOS DO PIAUI;PI-PAU D ARCO DO PIAUI;PI-PAULISTANA;PI-PAVUSSU;PI-PEDRO II;PI-PEDRO LAURENTINO;PI-NOVA SANTA RITA;PI-PICOS;PI-PIMENTEIRAS;PI-PIO IX;PI-PIRACURUCA;PI-PIRIPIRI;PI-PORTO;PI-PORTO ALEGRE DO PIAUI;PI-PRATA DO PIAUI;PI-QUEIMADA NOVA;PI-REDENCAO DO GURGUEIA;PI-REGENERACAO;PI-RIACHO FRIO;PI-RIBEIRA DO PIAUI;PI-RIBEIRO GONCALVES;PI-RIO GRANDE DO PIAUI;PI-SANTA CRUZ DO PIAUI;PI-SANTA CRUZ DOS MILAGRES;PI-SANTA FILOMENA;PI-SANTA LUZ;PI-SANTANA DO PIAUI;PI-SANTA ROSA DO PIAUI;PI-SANTO ANTONIO DE LISBOA;PI-SANTO ANTONIO DOS MILAGRES;PI-SANTO INACIO DO PIAUI;PI-SAO BRAZ DO PIAUI;PI-SAO FELIX DO PIAUI;PI-SAO FRANCISCO DE ASSIS DO PIAUI;PI-SAO FRANCISCO DO PIAUI;PI-SAO GONCALO DO GURGUEIA;PI-SAO GONCALO DO PIAUI;PI-SAO JOAO DA CANABRAVA;PI-SAO JOAO DA FRONTEIRA;PI-SAO JOAO DA SERRA;PI-SAO JOAO DA VARJOTA;PI-SAO JOAO DO ARRAIAL;PI-SAO JOAO DO PIAUI;PI-SAO JOSE DO DIVINO;PI-SAO JOSE DO PEIXE;PI-SAO JOSE DO PIAUI;PI-SAO JULIAO;PI-SAO LOURENCO DO PIAUI;PI-SAO LUIS DO PIAUI;PI-SAO MIGUEL DA BAIXA GRANDE;PI-SAO MIGUEL DO FIDALGO;PI-SAO MIGUEL DO TAPUIO;PI-SAO PEDRO DO PIAUI;PI-SAO RAIMUNDO NONATO;PI-SEBASTIAO BARROS;PI-SEBASTIAO LEAL;PI-SIGEFREDO PACHECO;PI-SIMOES;PI-SIMPLICIO MENDES;PI-SOCORRO DO PIAUI;PI-SUSSUAPARA;PI-TAMBORIL DO PIAUI;PI-TANQUE DO PIAUI;PI-TERESINA;PI-UNIAO;PI-URUCUI;PI-VALENCA DO PIAUI;PI-VARZEA BRANCA;PI-VARZEA GRANDE;PI-VERA MENDES;PI-VILA NOVA DO PIAUI;PI-WALL FERRAZ
Fotocópias;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0
Preparação de documentos e serviços especializados de apoio administrativo não especificados anteriormente;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;43;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;10;0;0;0;7;0;1;0;0;2;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;147;0;1;0;0;0;0;0;0
Atividades de teleatendimento;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5789;0;0;0;0;0;0;0;0
Serviços de organização de feiras, congressos, exposições e festas;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;0;0;0;0;0;0;0;0;21;0;0;6;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;360;0;0;0;0;0;0;0;0
Casas de festas e eventos;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;0;0;0;0;0;0;0;0;3;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;74;1;0;0;0;0;0;0;0
Atividades de cobrança e informações cadastrais;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;95;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;0;0;523;0;0;0;0;0;0;0;0
Envasamento e empacotamento sob contrato;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0
Medição de consumo de energia elétrica, gás e água;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;747;0;0;0;0;0;0;0;0
Emissão de vales-alimentação, vales-transporte e similares;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Serviços de gravação de carimbos, exceto confecção;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Leiloeiros independentes;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0
Serviços de levantamento de fundos sob contrato;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Casas lotéricas;1;0;2;1;0;2;11;2;6;2;2;0;1;1;0;0;0;2;1;7;0;2;3;2;0;3;0;0;4;1;18;0;1;1;2;0;4;0;0;1;1;0;2;2;1;1;17;5;1;2;1;1;0;2;6;1;2;0;1;0;2;3;1;1;8;1;1;1;0;1;1;0;4;2;0;0;1;0;10;2;0;2;16;1;2;0;2;2;2;4;3;0;2;2;3;3;0;3;2;0;2;1;1;1;1;2;1;10;2;1;2;1;4;1;1;1;3;1;5;2;2;1;2;1;1;1;5;0;2;4;3;1;0;1;1;2;1;2;2;4;0;17;5;2;1;0;0;1;1;1;44;0;0;0;4;0;10;0;0;23;3;2;8;20;3;1;1;5;0;4;1;0;2;2;2;1;2;0;0;1;0;0;0;0;1;0;0;0;4;0;2;0;0;1;5;1;0;2;1;0;0;0;0;2;2;10;0;0;2;2;3;0;0;1;1;293;12;3;5;0;0;1;2;0
Salas de acesso à internet;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0
Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;13;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;34;0;0;0;0;0;0;0;0;0;0;101;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;48;0;0;0;0;0;0;0;0;87;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;726;0;3;0;0;0;0;0;0
Administração pública em geral;227;120;455;204;225;294;2105;640;514;190;198;281;281;217;218;288;399;838;210;1782;129;265;1071;219;231;444;172;135;361;348;584;103;164;278;459;235;476;464;767;279;341;300;90;230;281;204;1474;183;1011;481;166;25;277;59;625;122;310;102;267;191;220;318;221;172;1139;218;592;493;337;164;531;898;45;191;104;262;795;193;969;106;289;189;2152;227;74;190;311;10;262;429;129;284;166;397;378;331;298;81;283;282;702;231;10;274;235;136;171;1671;397;277;363;87;330;328;331;269;193;68;1165;709;545;187;525;225;290;621;1030;214;276;183;227;600;369;396;427;68;568;276;305;308;159;1142;205;82;49;162;150;567;182;398;4363;308;219;75;738;200;851;186;158;3740;376;415;507;2913;432;215;119;319;547;568;98;280;276;338;197;280;471;263;169;127;16;183;183;194;181;257;351;192;338;228;311;304;221;392;1192;274;282;43;262;63;102;251;201;842;425;979;266;352;332;152;576;236;65;93;175;56887;1364;938;711;207;211;81;180;248
Regulação das atividades de saúde, educação, serviços culturais e outros serviços sociais;0;0;0;0;0;103;0;3;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;179;0;0;562;0;0;0;0;0;0;0;0;0;0;0;263;0;0;0;0;0;0;0;0;0;0;0;0;0;265;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;183;0;0;108;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;42;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;127;0;0;0;0;0;0;0;0;0;0;0;0;0;252;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;51;0;0;0;0;0;0;0;162;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;151;0;171;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;475;181;0;0;0;0;0;0;42
Regulação das atividades econômicas;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;407;0;0;0;0;0;0;0;0
Relações exteriores;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Defesa;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;545;0;0;0;0;0;0;0;0
Justiça;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4273;0;0;0;0;0;0;0;0
Segurança e ordem pública;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7639;0;0;0;0;0;0;0;0
